"text","text_en","cmp_code","eu_code"
"Our goal must be to create a financial system and an economy that works for all Americans, not just a handful of billionaires.",NA,"403",NA
"We support a financial transactions tax on Wall Street to curb excessive speculation and high-frequency trading, which has threatened financial markets.",NA,"403",NA
"We acknowledge that there is room within our party for a diversity of views on a broader financial transactions tax.",NA,"403",NA
"Democrats will not hesitate to use and expand existing authorities as well as empower regulators to downsize or break apart financial institutions when necessary to protect the public and safeguard financial stability, including new authorities to go after risky shadow-banking activities.",NA,"403",NA
"Banks should not be able to gamble with taxpayers’ deposits or pose an undue risk to Main Street.",NA,"403",NA
"Democrats support a variety of ways to stop this from happening, including an updated and modernized version of Glass-Steagall as well as breaking up too-big-to-fail financial institutions that pose a systemic risk to the stability of our economy.",NA,"403",NA
"We believe that personnel is policy.",NA,"403",NA
"We will nominate and appoint regulators and officials who are not beholden to the industries they regulate—people with a track record of standing up to power and safeguarding the public trust.",NA,"403",NA
"We will crack down on the revolving door between the private sector—particularly Wall Street—and the federal government.",NA,"304",NA
"We will ban golden parachutes for those taking government jobs.",NA,"304",NA
"We will limit conflicts of interest by requiring bank and corporate regulators to recuse themselves from official work on particular matters that would directly benefit their former employers.",NA,"304",NA
"And we will bar financial service regulators from lobbying their former colleagues for at least two years.",NA,"304",NA
"We will protect and defend the Federal Reserve’s independence to carry out the dual mandate assigned to it by Congress—for both full employment and low inflation—against threats from new legislation.",NA,"403",NA
"We will also reform the Federal Reserve to make it more representative of America as a whole,",NA,"403",NA
"and we will fight to enhance its independence by ensuring that executives of financial institutions are not allowed to serve on the boards of regional Federal Reserve banks or to select members of those boards.",NA,"403",NA
"At a time when many of the largest banks have shunned communities across America, Democrats believe that we need to give Americans affordable banking options, including by empowering the United States Postal Service to facilitate the delivery of basic banking services.",NA,"403",NA
"Promoting Competition by Stopping Corporate Concentration",NA,"H",NA
"Large corporations have concentrated their control over markets to a greater degree than Americans have seen in decades",NA,"403",NA
"—further evidence that the deck is stacked for those at the top.",NA,"403",NA
"Democrats will take steps to stop corporate concentration in any industry where it is unfairly limiting competition.",NA,"403",NA
"We will make competition policy and antitrust stronger and more responsive to our economy today,",NA,"403",NA
"enhance the antitrust enforcement arms of the Department of Justice (DOJ) and the Federal Trade Commission (FTC),",NA,"403",NA
"and encourage other agencies to police anti-competitive practices in their areas of jurisdiction.",NA,"403",NA
"We support the historic purpose of the antitrust laws to protect competition and prevent excessively consolidated economic and political power,",NA,"403",NA
"which can be corrosive to a healthy democracy.",NA,"202.1",NA
"We support reinvigorating DOJ and FTC enforcement of antitrust laws to prevent abusive behavior by dominant companies,",NA,"403",NA
"and protecting the public interest against abusive, discriminatory, and unfair methods of commerce.",NA,"403",NA
"We support President Obama’s recent Executive Order, directing all agencies to identify specific actions they can take in their areas of jurisdiction to detect anticompetitive practices—such as tying arrangements, price fixing, and exclusionary conduct",NA,"403",NA
"—and to refer practices that appear to violate federal antitrust law to the DOJ and FTC.",NA,"403",NA
"Making the Wealthy Pay Their Fair Share of Taxes",NA,"H",NA
"At a time of massive income and wealth inequality,",NA,"503",NA
"we believe the wealthiest Americans and largest corporations must pay their fair share of taxes.",NA,"503",NA
"Democrats will claw back tax breaks for companies that ship jobs overseas,",NA,"503",NA
"eliminate tax breaks for big oil and gas companies,",NA,"403",NA
"and crack down on inversions and other methods companies use to dodge their tax responsibilities.",NA,"403",NA
"We will make sure that our tax code rewards businesses that make investments and provide good-paying jobs here in the United States, not businesses that walk out on America.",NA,"403",NA
